file_name,video_id,title,upload_date,year,duration_seconds,duration_human,view_count,like_count,category,format,topics,top_terms,synopsis
Make 2026 the Best Year of Your Life (Evidence-Based) (D_KSR3S6W8I).md,D_KSR3S6W8I,Make 2026 the Best Year of Your Life (Evidence-Based),2025-12-19,2025,1301,21:41,514386,16685,Education,talk,career-life,"music, goal, things, evidence-based, gps, actually, like, make, year, goals, system, want","该视频属于talk内容。Hey friends, in this video I’m breaking down my simple GPS method for achieving almost any goal, whether that’s getting fit, starting a business, or changing something meaningful in your life. We’ll walk through how to set goals that actually motivate you, build a realistic plan, and design systems that help you follow through. Hope you enjoy xx"
Malignant haematology supervision - Cambridge University medical student VLOG #12 (z_0Npoa3lCQ).md,z_0Npoa3lCQ,Malignant haematology supervision - Cambridge University medical student VLOG #12,2017-11-11,2017,257,4:17,23370,566,Education,vlog,"medicine, study-learning","cambridge, medical, student, vlog, medicine, really, like, supervision, malignant, some, haematology, get","该视频属于vlog内容。In today's episode, we take a stroll through Addenbrooke's Hospital after a simulation session, get some slow-mo shots of students laughing during the pantomime script table read, and get a cheeky time-lapse of a teaching session I run on Malignant Haematology. We end with some thoughts from my friend Katherine, who also features in most of the interview tips videos. Enjoy xx"
Medical Mission in Sudan - Life as a Junior Doctor (BpLOu3sv-Jw).md,BpLOu3sv-Jw,Medical Mission in Sudan - Life as a Junior Doctor,2019-04-16,2019,322,5:22,64061,4259,People & Blogs,talk,medicine,"medical, sudan, doctor, mission, junior, vlog, doctors, students, some, all, khartoum, trip","该视频属于talk内容。In this episode of the 'Life as a Junior Doctor' vlog, we take a trip to Sudan to help setup some rural medical clinics. Enjoy xx"
Medical Rap ft. Omar Ali - Cambridge University medical student VLOG #33 (YDSEhszBgpM).md,YDSEhszBgpM,Medical Rap ft. Omar Ali - Cambridge University medical student VLOG #33,2018-05-06,2018,68,1:08,18260,704,People & Blogs,vlog,"medicine, study-learning","medical, student, vlog, cambridge, medicine, med, omar, rap, i'm, university, school, oxbridge","该视频属于vlog内容。A short, sweet dose of entertainment. Omar is a 5th year medical student at Gonville & Caius college, Cambridge. He's been composing medical raps for a few years, so we thought we'd feature one of them on the channel to get a feel for whether you guys enjoy this sort of thing. If you'd like to see more, let us know in the comments! Enjoy xx"
Medical School Meme Review (-7Sl5cnxMxw).md,-7Sl5cnxMxw,Medical School Meme Review,2020-03-04,2020,897,14:57,90434,2841,Education,review,"study-learning, medicine","medical, memes, school, meme, doctor, like, review, that's, cambridge, know, feedback, reacts",该视频属于review内容。In this video I go over some popular memes shared among students at Cambridge University. There's a high chance that non-medical students might not find these as hilarious as we do :D
Medicine Application - No offers_ (RZBZVWONSTs).md,RZBZVWONSTs,Medicine Application - No offers?,2018-02-17,2018,1129,18:49,24827,677,Education,talk,"medicine, study-learning","medicine, interview, offers, offer, interviews, got, school, get, rejection, about, don't, any","该视频属于talk内容。In this video, we talk about what to do if you don't get any offers for Medicine, or if you don't make your offers. It's a tricky and difficult position to be in, but we can't change what's happened, so it's important to look to the future and figure out an action plan."
Medicine Interview Questions - How to answer _What's your biggest weakness__ (JSt4SZ7i5F0).md,JSt4SZ7i5F0,"Medicine Interview Questions - How to answer \""What's your biggest weakness?\",2017-12-06,2017,633,10:33,144698,3402,Education,q&a,"medicine, study-learning","interview, medicine, answer, question, medical, about, school, weakness, questions, biggest, interviews, prep","该视频属于q&a内容。Today's video tackles the common medicine interview question of 'What is your greatest weakness?'. We hear from 6 medical students offering their perspective, and then from me and another student giving a mock answer to the question as if we were in a real interview. Hope you find it useful!"
Medicine Interview Questions - How to answer _Why should we choose you__ (Q87NzojhZDI).md,Q87NzojhZDI,"Medicine Interview Questions - How to answer \""Why should we choose you?\",2017-11-29,2017,839,13:59,259851,7023,Education,q&a,"medicine, study-learning","interview, medicine, school, answer, medical, question, interviews, about, questions, should, prep, choose","该视频属于q&a内容。This video tackles the common medicine interview question of 'we have 10,000 applicants - why should we choose you?'. I discuss my own thoughts on the question, and then we hear from 7 medical students giving their perspective. We end with 2 mock interview answers from myself and Kenny. Hope you find the video useful!!"
Medicine Interview Tips - Dealing with Nerves (yfkc_KaWbsQ).md,yfkc_KaWbsQ,Medicine Interview Tips - Dealing with Nerves,2017-11-15,2017,643,10:43,23338,869,Education,interview,medicine,"medicine, interview, interviews, about, you're, nervous, school, questions, some, nerves, thing, dealing","该视频属于interview内容。In this video, we go over 12 tips that might help if you're nervous about your Medicine interviews. If you've got any questions, drop a comment below or DM me on Snapchat (aliabdaal). Enjoy xx"
Medicine Interview Tips - Talking about Work Experience (K5bvWmvtarI).md,K5bvWmvtarI,Medicine Interview Tips - Talking about Work Experience,2017-11-08,2017,1149,19:09,55168,1645,Education,interview,"medicine, study-learning","interview, about, medicine, talking, work, experience, answer, medical, school, interviews, prep, question","该视频属于interview内容。In this video, we look at how to answer ""What did you learn from your Work Experience?"". We'll get the perspective of various medical students who talk about how they answered the question and give you tips on how you can do the same. Then we'll turn to some mock interview examples to show you what a full answer might look like. And finally, I'll discuss my own thoughts about work experience and its value as part of the medicine application."
Midnight Medical Emergency  - Cambridge University medical student VLOG #04 (QxXwfMrWYPE).md,QxXwfMrWYPE,Midnight Medical Emergency  - Cambridge University medical student VLOG #04,2017-09-15,2017,178,2:58,12249,282,People & Blogs,vlog,medicine,"cambridge, medical, medicine, student, vlog, we're, one, emergency, university, wilderness, all, midnight","该视频属于vlog内容。Part II of our wilderness medicine expedition with the Cambridge University Wilderness Medicine Society (CUWMS). We kick things off with a nighttime medical emergency at the campsite, followed by a quick debrief, and then an artsy montage of the final day of trekking around the beautiful Yorkshire Dales National Park."
"Money, Relationships and Hair Loss - Answering your Assumptions (3NdH1pdQVhE).md",3NdH1pdQVhE,"Money, Relationships and Hair Loss - Answering your Assumptions",2019-08-16,2019,1366,22:46,877941,29014,Education,q&a,general,"assumptions, about, rich, answering, reading, comments, gonna, some, money, i'm, relationships, were","该视频属于q&a内容。In this video, I'm addressing lots of assumptions that you guys sent in via Instagram. Lots of the comments were about money and relationships, but there were a few about how I'm going bald, how arrogant I come across in videos and how I probably went to private school. For the record, my feelings weren't at all hurt by these, it was just banter, so please don't feel bad for me. Enjoy xx"
Monthly Favourites #1 - Ali Abdaal (aWpd9JYyNEs).md,aWpd9JYyNEs,Monthly Favourites #1 - Ali Abdaal,2018-02-14,2018,746,12:26,15823,481,Education,talk,"medicine, study-learning","medical, cambridge, medicine, student, vlog, about, blog, gonna, that's, it's, monthly, favourites",该视频属于talk内容。Welcome to my first 'Monthly Favourites' video. Delighted you're joining us. Here's what we talk about in this episode:
Monthly Favourites #10 - Ali Abdaal (yjTC5Jbe0ac).md,yjTC5Jbe0ac,Monthly Favourites #10 - Ali Abdaal,2019-07-02,2019,707,11:47,86641,2611,Education,talk,general,"favorites, june, like, favourites, monthly, book, i've, it's, writing, physical, notebook, current","该视频属于talk内容。If you’d like to talk, I’d love to hear from you. Tweeting @aliabdaal directly will be the quickest way to get a response, but if your question is very long, feel free to email me at hi@aliabdaal.com. I try my best to reply to things but there sadly aren't enough hours in the day to respond to everyone 😭"
Monthly Favourites #2 - Ali Abdaal (bvTkOIkiYu0).md,bvTkOIkiYu0,Monthly Favourites #2 - Ali Abdaal,2018-03-07,2018,1064,17:44,15760,511,Education,talk,"medicine, study-learning","about, favourites, monthly, favorites, i'm, talking, going, february, productivity, greatest, showman, like","该视频属于talk内容。This month's favourites include the soundtrack to ""The Greatest Showman"", ""The Kingkiller Chronicles"" by Patrick Rothfuss, a fun productivity hack that's increased my efficiency a lot, and ""Crushing It"" by Gary Vaynerchuk. Enjoy xx"
Monthly Favourites #3 - Ali Abdaal (hly9Ekte8zY).md,hly9Ekte8zY,Monthly Favourites #3 - Ali Abdaal,2018-04-16,2018,1204,20:04,17042,627,Education,talk,study-learning,"about, monthly, favourites, talk, gonna, like, favorites, paranormal, romance, little, we're, march",该视频属于talk内容。Taking a brief break from revision/study tips videos to bring you this Monthly Favourites video. I was in two minds about including the Psy-Changeling bit about paranormal romance but thought why not. Enjoy xx
Monthly Favourites #4 - Ali Abdaal (U9f9RPXZkEo).md,U9f9RPXZkEo,Monthly Favourites #4 - Ali Abdaal,2018-05-14,2018,724,12:04,16206,564,People & Blogs,talk,youtube-creator,"about, monthly, email, favourites, talk, i'm, gonna, things, like, kind, medical, cambridge","该视频属于talk内容。Hey friends, hope you enjoy this month's edition of Monthly Favourites. We talk about the service that powers my weekly email newsletter, some thought-provoking videos about death by CGP Grey, Infinity War, and why I can't live without my Amazon Kindle. Enjoy xx"
Monthly Favourites #5 - Ali Abdaal (cgmcC0UDlR4).md,cgmcC0UDlR4,Monthly Favourites #5 - Ali Abdaal,2018-06-17,2018,355,5:55,20365,604,People & Blogs,talk,medicine,"monthly, cambridge, favourites, tim, ferriss, really, like, university, medical, student, about, all","该视频属于talk内容。In today's Monthly Favourites video, we're talking about my favourite podcast episode of all time, a really useful food website setup by a friend of mine, the Disney Pixar animated film ""Coco"", and the blog of entrepreneur and author Seth Godin. Enjoy xx"
Monthly Favourites #6 - Ali Abdaal (XY0fQ0ZVlRs).md,XY0fQ0ZVlRs,Monthly Favourites #6 - Ali Abdaal,2018-08-30,2018,903,15:03,21592,546,People & Blogs,talk,study-learning,"monthly, about, favourites, rosetta, stone, wireless, i've, like, headphones, can, i'm, talk","该视频属于talk内容。Hey friends, here's another Monthly Favourites video back after a bit of a break. Today we're talking about a language learning app, a new fantasy book series I've started reading, a YouTuber who's work I adore and a discussion about wireless earphones and how wonderful they are. Enjoy xx"
Monthly Favourites #7 - Ali Abdaal (bobphaq2dYA).md,bobphaq2dYA,Monthly Favourites #7 - Ali Abdaal,2019-03-30,2019,770,12:50,55960,1811,People & Blogs,talk,study-learning,"monthly, favourites, about, philosopher, book, i'm, courage, going, like, it's, pretty, disliked","该视频属于talk内容。In this monthly favourites video for March 2019, we discuss a book, a blog post, a podcast episode and a kitchen appliance. Enjoy xx"
Monthly Favourites #8 - Ali Abdaal (Z-xazrZnY8A).md,Z-xazrZnY8A,Monthly Favourites #8 - Ali Abdaal,2019-05-02,2019,865,14:25,62682,2405,People & Blogs,talk,study-learning,"book, about, monthly, happy, favourites, brown, i'm, gonna, like, darren, feel, thank","该视频属于talk内容。Hey folks. In this episode of Monthly Favourites we're talking about (1) Happy, a great book by Derren Brown, (2) the IndieHackers podcast with some specific episodes, (3) a particularly insightful blog post by Seth Godin, and (4) the joy of learning the guitar, with a cheeky musical interlude from yours truly at the end. Enjoy xx"
Monthly Favourites #9 - Ali Abdaal (jFlYIwM_Rco).md,jFlYIwM_Rco,Monthly Favourites #9 - Ali Abdaal,2019-05-31,2019,631,10:31,46068,1617,Education,talk,study-learning,"monthly, like, favourites, about, get, favorites, book, startup, blood, i'm, stuff, books","该视频属于talk内容。Hey friends, in this episode of Monthly Favourites we're talking about (1) Bad Blood by John Carreyrou, (2) the Invest Like The Best podcast ft. Tim Urban and Eugene Wei, (3) Tiago Forte's blog Praxis, and (4) the board game The Resistance: Avalon. Enjoy xx"
"Motivation, Stress & Time Management - Exam Revision Q&A with Cambridge students (tkHw25cS_bk).md",tkHw25cS_bk,"Motivation, Stress & Time Management - Exam Revision Q&A with Cambridge students",2018-04-12,2018,1103,18:23,139407,4838,Education,q&a,"study-learning, medicine","motivation, about, exam, revision, stress, management, advice, we're, gonna, cambridge, exams, levels","该视频属于q&a内容。In today's video, we tackle 7 questions around motivation, dealing with stress and time management when it comes to studying/revising for exams. This video features the perspective of 3 6th-year Cambridge medical students (myself, Paul and Katherine). Enjoy xx"
"Music, Reading and Note-Taking - Productive Day in the Life (Zo5cf_CgR6M).md",Zo5cf_CgR6M,"Music, Reading and Note-Taking - Productive Day in the Life",2020-06-10,2020,480,8:00,174050,5699,Education,music,study-learning,"then, productive, study, music, it's, reading, note-taking, university, usual, myself, some, podcasts","该视频属于music内容。Hey guys, today I'll be showing you how I spent a somewhat productive 1st of June in isolation."
My $2.4m London Apartment Tour (ZazwqwjDY6M).md,ZazwqwjDY6M,My $2.4m London Apartment Tour,2022-05-04,2022,1879,31:19,1866474,33161,Education,vlog,general,"london, apartment, tour, should, coffee, going, harry, potter, rent, buy, about, bit","该视频属于vlog内容。Hey friends, in this video I give you a complete tour of my $2.4M London apartment. I also chat about the finances: is it worth paying so much for accommodation, and why I can afford to rent this place but definitely not buy it. Hope you enjoy!  ❤️"
My 4-Step Framework for Learning With Audiobooks (seXu3jYxs0Y).md,seXu3jYxs0Y,My 4-Step Framework for Learning With Audiobooks,2022-04-21,2022,934,15:34,298131,9804,Education,tutorial,"study-learning, tools-tech","books, audiobooks, read, physical, listening, reading, learning, book, we're, step, people, like","该视频属于tutorial内容。Hey friends, in this video I’ll walk you through my 4-step method for learning more efficiently using audiobooks. I also argue that the whole audiobook vs physical book debate kind of misses the point."
My 7 Favourite iPad OS Features - Apple WWDC 2019 (OA9tU1G6O-s).md,OA9tU1G6O-s,My 7 Favourite iPad OS Features - Apple WWDC 2019,2019-06-05,2019,345,5:45,138571,3936,Education,review,tools-tech,"ipad, wwdc, features, like, i'm, apple, editing, gonna, can, favourite, pro, all","该视频属于review内容。In this video, we're continuing the WWDC 2019 series with a deeper look at some of the most exciting new features coming to iPad OS in Autumn 2019. We discuss (1) split screen, (2) external storage, (3) improved text editing, (4) keyboard shortcuts, (5) full desktop safari, (6) sidecar and (7) AirPods sharing. Enjoy xx"
My Annual Review using Notion (Ck5JOj4TlM4).md,Ck5JOj4TlM4,My Annual Review using Notion,2019-12-27,2019,1020,17:00,240811,5486,Education,music,"tools-tech, productivity","notion, annual, kind, like, review, stuff, i'm, i've, can, year, then, setup",该视频属于music内容。围绕《My Annual Review using Notion》展开，主要涉及 tools-tech、productivity。
My BIGGEST Rejections in Life (qwywV8VhMkA).md,qwywV8VhMkA,My BIGGEST Rejections in Life,2020-10-04,2020,1339,22:19,669319,25987,Education,talk,general,"like, rejections, failure, things, learned, i've, biggest, failures, lessons, overcoming, motivation, way","该视频属于talk内容。Hey friends, in this video I'll be going over a few important life lessons I've learned after rejections and failures, some of which have been pivotal in my life. Hope you enjoy :)"
My Complete Productivity System (tQSKyvjsUuI).md,tQSKyvjsUuI,My Complete Productivity System,2022-03-25,2022,1212,20:12,1468041,36288,Education,talk,"medicine, study-learning, tools-tech, youtube-creator","productivity, system, calendar, productive, google, complete, kind, it's, drive, storage, working, years","该视频属于talk内容。In this video you’ll get an in-depth look under the hood of my digital setup. Productivity is about using our time intentionally and effectively: over the years I’ve refined this system to help me run multiple businesses, grow a YouTube channel, start a podcast, and write a book. In a previous life it also helped me graduate from medical school, and still get things done while working as a doctor."
My Creative Workflow with Notion (uJgv0XQOehs).md,uJgv0XQOehs,My Creative Workflow with Notion,2020-07-07,2020,968,16:08,728899,18117,Education,music,"tools-tech, productivity","notion, creative, productivity, workflow, i've, sort, ideas, kind, building, second, brain, know","该视频属于music内容。Hey guys, in this video I'll go over how Notion has transformed my creative process and how I use it daily to manage my team and content. Hope you enjoy! xx"
My Everyday Carry 2022 (pPKJ_Pk9zZs).md,pPKJ_Pk9zZs,My Everyday Carry 2022,2022-02-10,2022,840,14:00,521661,12584,Education,talk,tools-tech,"bag, it's, got, whats, everyday, budget, like, carry, what's, tech, luxury, access","该视频属于talk内容。Hey friends, so you may have heard me mention a few times in previous videos that last year a bunch of my stuff got stolen from my Tesla and it got me thinking - what would I do if I had to replace everything I had, but on a smaller budget? In this video, I take you through the three versions of the same 'Every Day Carry' I'd have at different price points - Budget, Premium and Luxury!"
My Evidence-Based Braincare Routine (n2czIPRE0Nc).md,n2czIPRE0Nc,My Evidence-Based Braincare Routine,2023-03-31,2023,666,11:06,473657,20026,Education,talk,health,"brain, health, term, after, braincare, routine, optimise, look, now, evidence-based, science, long","该视频属于talk内容。We take care of our bodies and our skin, but why don't we look after our brains? This question got me thinking, so I started looking into the science of braincare to find the most important things I could be doing to optimise my brain performance and health, both today and in the long term. So in this video, I go through the 5 main areas to focus on. Enjoy x"
My Evidence-Based Skincare Routine (OrElyY7MFVs).md,OrElyY7MFVs,My Evidence-Based Skincare Routine,2022-06-28,2022,845,14:05,8739351,250704,Education,talk,general,"skincare, routine, skin, get, evidence-based, productive, number, like, morning, men, all, actually",该视频属于talk内容。01:25 Rule 1 - Moisturize twice a day
My Evidence-Based Sleep Routine (K3eS4jr2pIo).md,K3eS4jr2pIo,My Evidence-Based Sleep Routine,2023-03-17,2023,804,13:24,1665344,60479,Education,talk,general,"sleep, feel, get, routine, seven, adenosine, evidence-based, i've, science, eight, night, should","该视频属于talk内容。Over the past few months, I've interviewed experts, listened to podcasts and consumed loads of papers and books to better understand the science behind effective sleep. I've collated all the information into this video which breaks down the 9 evidence based things that I've built into my routine to help improve my sleep and ensure that I feel well-rested throughout the day. Enjoy x"
My Favorite Mechanical Keyboard - IQUnix F96 Coral (eGXbCUXAKYs).md,eGXbCUXAKYs,My Favorite Mechanical Keyboard - IQUnix F96 Coral,2020-06-07,2020,823,13:43,751157,14011,Education,talk,general,"keyboard, mechanical, iqunix, f96, review, like, favorite, i've, get, one, want, coral","该视频属于talk内容。Hey guys, today I'm going over all the features of my IQUnix keyboard. Since a lot of you have asked about it in almost every video, you can get one for yourself by using the link below."
My Favourite Fantasy Books (i7awefFU_Hg).md,i7awefFU_Hg,My Favourite Fantasy Books,2019-06-20,2019,995,16:35,93238,3187,Education,talk,study-learning,"books, book, fantasy, series, can, all, mistborn, talk, brandon, sanderson, like, audible","该视频属于talk内容。In this video, I talk through 3 incredible fantasy book series that I recently devoured. We talk about (1) The Mistborn series by Brandon Sanderson, (2) The Name of the Wind by Patrick Rothfuss, and (3) The Stormlight Archive, also by Brandon Sanderson. Enjoy xx"
My Favourite Mac Apps - What's on my Macbook Pro (ukSniYSWIvU).md,ukSniYSWIvU,My Favourite Mac Apps - What's on my Macbook Pro,2018-08-28,2018,455,7:35,208628,4755,People & Blogs,review,tools-tech,"apps, mac, macbook, pro, i'm, can, favourite, then, thing, what's, top, computer","该视频属于review内容。In this video we're doing a quick unboxing of the new 15 inch, 2018 MacBook Pro with Touch Bar. We then take a whistle-stop tour through some of my favourite apps that I use on a daily basis for creativity and productivity. Enjoy xx"
My Favourite Mac Apps - What's on my Macbook Pro (xHFebdaObWo).md,xHFebdaObWo,My Favourite Mac Apps - What's on my Macbook Pro,2021-03-04,2021,1135,18:55,642406,13513,Education,review,tools-tech,"apps, mac, what's, macbook, productivity, like, all, things, going, app, get, done",该视频属于review内容。In this video I'll be going over all my Mac apps for 2021.
My Favourite Mac Apps _ What's on my MacBook Pro_ (Kppgzbun71I).md,Kppgzbun71I,My Favourite Mac Apps | What's on my MacBook Pro?,2020-05-05,2020,1339,22:19,787823,17876,Education,review,tools-tech,"apps, mac, macbook, what's, pro, productivity, alfred, macos, let's, want, favourite, file","该视频属于review内容。Hey guys, today I'll be taking you through my favourite Mac apps in 2020. I use these apps on a daily basis and they vastly improve my life and help with productivity."
My Favourite MacBook Apps of All Time (JWOR5Y-qmfg).md,JWOR5Y-qmfg,My Favourite MacBook Apps of All Time,2023-02-22,2023,1079,17:59,875290,27309,Education,review,tools-tech,"apps, macbook, mac, can, favourite, productivity, would, mini, alfred, open, all, now","该视频属于review内容。I recently got the new M2 Mac Mini and had to download all of the apps that I use, so in this video I go through the 32 essential apps that I use on almost daily basis. Enjoy x"
My Favourite Note-Taking App for Students - Notion (ONG26-2mIHU).md,ONG26-2mIHU,My Favourite Note-Taking App for Students - Notion,2020-02-28,2020,1453,24:13,2203038,68213,Education,talk,"tools-tech, productivity","notion, note-taking, can, app, students, favourite, setup, productivity, building, second, brain, apps","该视频属于talk内容。In this video, I explain my method for note taking using Notion to help understand, remember and organise my studying. And there’s a cheeky surprise in store if you watch till the end :) Enjoy!"
My Favourite Productivity App for Students - Notion (ODl5FOMu8kI).md,ODl5FOMu8kI,My Favourite Productivity App for Students - Notion,2019-09-17,2019,989,16:29,1404320,34060,Education,talk,tools-tech,"notion, app, productivity, apps, students, like, favourite, keep, productive, about, i'll, structure",该视频属于talk内容。重点覆盖：What is Notion?；Pre-built templates；How I use Notion。
My Favourite Productivity Book of All Time (8NBhJy_GopM).md,8NBhJy_GopM,My Favourite Productivity Book of All Time,2020-06-23,2020,764,12:44,895151,28545,Education,talk,productivity,"productivity, book, make, all, jake, john, framework, favourite, knapp, focus, tactics, got","该视频属于talk内容。In this episode of book club we're talking about Make Time by Jake Knapp and John Zeratsky. We look at the factors making life busier, the 4 part framework proposed in the book as well as some of the tactics that they suggest we can use to help us make time for what matters in our lives. Enjoy!"
My Favourite Tech for Reading Books - Kindle vs iPad vs Books vs Audiobooks (pL3lCNCffgg).md,pL3lCNCffgg,My Favourite Tech for Reading Books - Kindle vs iPad vs Books vs Audiobooks,2021-05-13,2021,877,14:37,1969550,40386,Education,review,"tools-tech, study-learning","books, reading, kindle, ipad, physical, book, going, one, audiobooks, we're, get, favourite","该视频属于review内容。In this video I'll go over the 4 ways I consume books in an attempt to figure out which is the best in terms of cost, convenience, aesthetics, note-taking and durability."
My Favourite iPad Pro Apps (2020) (xXVnz6t1aMs).md,xXVnz6t1aMs,My Favourite iPad Pro Apps (2020),2020-01-14,2020,1572,26:12,875507,17336,Science & Technology,review,"tools-tech, productivity","apps, ipad, app, pro, productivity, writing, i've, notion, i'm, like, favourite, what's",该视频属于review内容。重点覆盖：CREATE；CONSUME；COORDINATE；CONNECT。
My Favourite iPad Pro Apps (l2DeCc0GkBg).md,l2DeCc0GkBg,My Favourite iPad Pro Apps,2019-01-20,2019,529,8:49,657398,12810,People & Blogs,review,tools-tech,"ipad, apps, pro, app, favourite, some, i'm, it's, can, like, list, japanese",该视频属于review内容。- Use the coupon code ALI50 to get 50% off 😁
My Favourite iPad Productivity Apps (dbN2Zvn0npw).md,dbN2Zvn0npw,My Favourite iPad Productivity Apps,2021-01-24,2021,814,13:34,1166030,23790,Education,review,tools-tech,"apps, ipad, productivity, can, blog, like, app, rss, then, read, favourite, feed",该视频属于review内容。In this video I'll be going over my 10 favourite productivity apps in 2021.
My Favourite iPhone Apps (DhGSyddz-g0).md,DhGSyddz-g0,My Favourite iPhone Apps,2021-03-28,2021,982,16:22,331999,8616,Education,review,tools-tech,"apps, iphone, i'm, like, favourite, not, sleep, what's, app, apple, podcasts, one","该视频属于review内容。In this video, I'm going rogue and categorising my favourite iPhone apps in 2021 based on the room of the house that I use each app in. I know, I'm a trendsetter in other areas of life as well and so I decided to assign my favourite apps to rooms in the house. Enjoy xx"
My Favourite iPhone XS Apps (ii6V_-svh28).md,ii6V_-svh28,My Favourite iPhone XS Apps,2018-11-01,2018,1160,19:20,212920,5533,People & Blogs,review,tools-tech,"apps, iphone, ios, really, about, like, it's, favourite, whats, can, gonna, i've","该视频属于review内容。In this video, I go through 30 apps that I have on my iPhone XS Max that I use regularly for various purposes. To save you time, I talk about these in 6 separate categories so you can skip ahead to whichever you're most interested in. Enjoy xx"
My Geriatric Medicine Placement - Junior Doctor Vlog #02 (lFAm7HZ8gTg).md,lFAm7HZ8gTg,My Geriatric Medicine Placement - Junior Doctor Vlog #02,2019-05-27,2019,1710,28:30,42809,1357,Education,vlog,"medicine, study-learning","doctor, vlog, junior, medicine, medical, like, placement, about, i'm, patients, geriatric, geriatrics","该视频属于vlog内容。In this very long and niche video, I talk about my 2nd 4-month placement of being a doctor. I was on the geriatric (elderly) medicine team, and so I talk through an overview of what the speciality does, outline what a standard day looked like, and reflect on some learning points. Enjoy xx"
My Goals for 2023 - Life Update (sL5XWO2Z-yw).md,sL5XWO2Z-yw,My Goals for 2023 - Life Update,2023-03-29,2023,2072,34:32,144600,4265,People & Blogs,vlog,career-life,"goals, business, you're, setting, goal, update, trying, year, going, lifestyle, not, set","该视频属于vlog内容。Hey friends, this is just a life update video for anyone who's interested and has been following along the journey. I talk about the three most important areas of my life: work, health and relationships and chat how each one is going. Feel free to watch any of my other more useful videos, this one's a bit rambly 😜. Enjoy x"
My Home Tech Tour (2021) (CZI5uBumcgg).md,CZI5uBumcgg,My Home Tech Tour (2021),2021-04-07,2021,609,10:09,273788,9248,Education,vlog,"tools-tech, youtube-creator","tech, home, tour, smart, apple, i'm, now, podcasts, desk, connected, other, very",该视频属于vlog内容。Enrolment for Cohort 6 of my Part-Time YouTuber Academy is now LIVE 🥳
My Honest Advice to Anyone Starting YouTube in 2026 (H-ykVthyNTc).md,H-ykVthyNTc,My Honest Advice to Anyone Starting YouTube in 2026,2025-01-10,2025,1785,29:45,181076,6036,Education,q&a,general,"youtube, starting, honest, advice, going, anyone, all, start, grow, some, we're, consistent","该视频属于q&a内容。Hey friends, in the past 5 years, I’ve had thousands of conversations with aspiring YouTubers. It turns out we all share common struggles: fear of putting ourselves out there, staying consistent, fear of failure etc. So it got me thinking: what would my honest advice be to someone who wanted to become a YouTuber in 2025? Here’s a video about it. Enjoy xx"
My INSANELY PRODUCTIVE Valentine's Day (5FgvGQXfV10).md,5FgvGQXfV10,My INSANELY PRODUCTIVE Valentine's Day,2021-02-18,2021,488,8:08,505151,19836,Education,talk,tools-tech,"valentine's, productive, some, insanely, vlog, i'm, then, doctor, feel, because, i've, routine",该视频属于talk内容。Today I'm going to be taking you guys through my insanely productive Valentine's day.
My INSANELY Productive Christmas Day (9s7AXw7o76Q).md,9s7AXw7o76Q,My INSANELY Productive Christmas Day,2020-12-26,2020,371,6:11,373631,19568,People & Blogs,talk,general,"christmas, productive, morning, i'm, routine, insanely, vlog, get, because, some, way, myself","该视频属于talk内容。In this Day in the Life vlog, my housemate and I visit our friends (which, I might add, was totally allowed according to the UK Government + Public Health guidelines for Christmas Day). We have a productive day of wholesome frivolity and social interaction before Cambridge goes into full Tier 4 lockdown from Boxing Day onwards. Enjoy!"
My INSANELY Productive Morning Routine (mcitELserqk).md,mcitELserqk,My INSANELY Productive Morning Routine,2020-07-24,2020,242,4:02,1371947,51818,Education,talk,general,"morning, routine, productive, insanely, after, body, one, productivity, i've, off, abdal, getting","该视频属于talk内容。With a couple of weeks left until my final shift at the hospital, I thought I'd document exactly what I do every morning before a typical shift at work..."
My Journey of Self-Acceptance (6cXQ6zk0Nrk).md,6cXQ6zk0Nrk,My Journey of Self-Acceptance,2021-09-12,2021,418,6:58,225338,9313,Education,talk,"career-life, study-learning, tools-tech","self, help, self-acceptance, about, thoughts, like, find, all, i've, journey, any, podcasts",该视频属于talk内容。In this video I'll be going over five methods that have helped me find self acceptance.
My Last Day as a Doctor - Reflections (X52jSWjnvC0).md,X52jSWjnvC0,My Last Day as a Doctor - Reflections,2020-08-06,2020,1993,33:13,783462,23854,Education,talk,"medicine, youtube-creator","medicine, like, leaving, i'm, last, doctor, it's, kind, going, i've, reflections, doctors","该视频属于talk内容。Hey friends, in this video I'm going to be explaining to the best of my ability why I'm leaving medicine and addressing some of your questions and concerns about it."
My London Studio Tour (2022) (DSTRL-bMOwY).md,DSTRL-bMOwY,My London Studio Tour (2022),2022-09-18,2022,1927,32:07,176186,5507,Education,vlog,tools-tech,"studio, tour, going, setup, we're, london, all, filming, working, then, really, get","该视频属于vlog内容。Hey friends, in this video I'll be taking you on a tour of the studio where we've been filming and working for the past year. We'll go through all our different setups and then have a look at the finances to work out whether it really has been worth it. Enjoy x :)"
My Most Important Weekly Habit (nAXY89s0t4E).md,nAXY89s0t4E,My Most Important Weekly Habit,2021-08-22,2021,697,11:37,567442,20802,Education,talk,"business, tools-tech","audience, people, habits, build, can, building, things, then, important, habit, online, like",该视频属于talk内容。In this video I'll be explaining the benefits of building a faithful audience through newsletters and how to go about it.
